Gene.refGene	Mim Number	Phenotypes
RGS19	605071	
NPBWR2	600731	
MYT1	600379	
HTL	151310	
AUTS12	610838	{Autism susceptibility 12}, 610838 (2)
RNR4	180453	
TPTE	604336	
NRCLP3	609039	Narcolepsy 3, 609039 (2), Autosomal dominant
TAM, MST	159595	Leukemia, transient, of Down syndrome, 159595 (2)
POTED	607549	
LIPI	609252	{Hypertriglyceridemia, susceptibility to}, 145750 (3), Autosomal dominant
ABCC13	608835	
HSPA13	601100	
SAMSN1	607978	
NRIP1	602490	
USH1E	602097	Usher syndrome, type 1E, 602097 (2), Autosomal recessive
MIR99AHG	615964	
MIRLET7C	612144	
MIR125B2	610105	
CXADR	602621	
BTG3	605674	
CHODL	607247	
TMPRSS15	606635	Enterokinase deficiency, 226200 (3), Autosomal recessive
NCAM2	602040	
CLDN17	617005	
MIR155	609337	
MRPL39	611845	
JAM2	606870	
ATP5J	603152	
GABPA	600609	
APP	104760	"Alzheimer disease 1, familial, 104300 (3), Autosomal dominant; Cerebral amyloid angiopathy, Dutch, Italian, Iowa, Flemish, Arctic variants, 605714 (3), Autosomal dominant"
CYYR1-AS1	616021	
CYYR1	616020	
ADAMTS1	605174	
ADAMTS5	605007	
N6AMT1	614553	
LTN1	613083	
USP16	604735	
MAP3K7CL	611110	
BACH1	602751	
GRIK1	138245	
FEB7	611515	Febrile seizures, familial, 7, 611515 (2)
TUKLS	609428	Tukel syndrome, 609428 (2), Autosomal recessive
CLDN8	611231	
KRTAP13-1	608718	
KRTAP11-1	600064	
TIAM1	600687	
SOD1	147450	Amyotrophic lateral sclerosis 1, 105400 (3), Autosomal recessive, Autosomal dominant
SCAF4	616023	
HUNK	606532	
MRAP	609196	Glucocorticoid deficiency 2, 607398 (3), Autosomal recessive
URB1	608865	
TCP10L	608365	
C21orf59	615494	Ciliary dyskinesia, primary, 26, 615500 (3), Autosomal recessive
SYNJ1	604297	Parkinson disease 20, early-onset, 615530 (3), Autosomal recessive
OLIG2	606386	
OLIG1	606385	
IFNAR2	602376	"{Hepatitis B virus, susceptibility to}, 610424 (3); ?Immunodeficiency 45, 616669 (3), Autosomal recessive"
IL10RB	123889	"{Hepatitis B virus, susceptibility to}, 610424 (3); Inflammatory bowel disease 25, early onset, autosomal recessive, 612567 (3), Autosomal recessive"
IFNAR1	107450	
IFNGR2	147569	Immunodeficiency 28, mycobacteriosis, 614889 (3)
GART	138440	
SON	182465	
CRYZL1	603920	
ITSN1	602442	
ATP5O	600828	
MRPS6	611973	
SLC5A3	600444	
KCNE2	603796	"Atrial fibrillation, familial, 4, 611493 (3); Long QT syndrome 6, 613693 (3), Autosomal dominant"
KCNE1	176261	"Jervell and Lange-Nielsen syndrome 2, 612347 (3), Autosomal recessive; Long QT syndrome 5, 613695 (3), Autosomal dominant"
RCAN1	602917	
CLIC6	615321	
RUNX1	151385	"Leukemia, acute myeloid, 601626 (3), Autosomal dominant; Platelet disorder, familial, with associated myeloid malignancy, 601399 (3), Autosomal dominant"
MIR802	616090	
CBR1	114830	
CBR3	603608	
DOPEY2	604803	
MORC3	610078	
CHAF1B	601245	
BMND6	609876	[Bone mineral density QTL 6], 609876 (2)
MAFD3, BPEO	609633	{Major affective disorder 3, early onset}, 609633 (2)
CLDN14	605608	Deafness, autosomal recessive 29, 614035 (3), Autosomal recessive
SIM2	600892	
HLCS	609018	Holocarboxylase synthetase deficiency, 253270 (3), Autosomal recessive
RIPPLY3	609892	
PIGP	605938	
TTC3	602259	
DSCR3	605298	
DYRK1A	600855	Mental retardation, autosomal dominant 7, 614104 (3)
KCNJ6	600877	Keppen-Lubinsky syndrome, 614098 (3), Autosomal dominant
DSCR4	604829	
DSCR8	613396	
KCNJ15	602106	
ERG	165080	
LINC00114	611723	
ETS2	164740	
PSMG1	605296	
HMGN1	163920	
WRB	602915	
SH3BGR	602230	
B3GALT5	604066	
IGSF5	610638	
PCP4	601629	
DSCAM	602523	
BACE2	605668	
PLAC4	613770	
DCR, DSCR	190685	Down syndrome, 190685 (4), Isolated cases
HPE1	236100	Holoprosencephaly 1, 236100 (2), Autosomal dominant, Isolated cases
FAM3B	608617	
MX2	147890	
MX1	147150	
TMPRSS2	602060	
RIPK4	605706	Popliteal pterygium syndrome, Bartsocas-Papas type, 263650 (3), Autosomal recessive
ZBTB21	616485	
UMODL1	613859	
ABCG1	603076	
TFF3	600633	
TFF2	182590	
TFF1	113710	
TMPRSS3	605511	Deafness, autosomal recessive 8/10, 601072 (3), Autosomal recessive
UBASH3A	605736	
RSPH1	609314	Ciliary dyskinesia, primary, 24, 615481 (3), Autosomal recessive
SLC37A1	608094	
PDE9A	602973	
WDR4	605924	
NDUFV3	602184	
PKNOX1	602100	
CBS	613381	"Homocystinuria, B6-responsive and nonresponsive types, 236200 (3), Autosomal recessive; Thrombosis, hyperhomocysteinemic, 236200 (3), Autosomal recessive"
U2AF1	191317	
CRYAA	123580	Cataract 9, multiple types, 604219 (3), Autosomal dominant
SIK1	605705	Epileptic encephalopathy, early infantile, 30, 616341 (3), Autosomal dominant
HSF2BP	604554	
RRP1B	610654	
PDXK	179020	
CSTB	601145	Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg), 254800 (3), Autosomal recessive
AGPAT3	614794	
TRAPPC10	602103	
PWP2	601475	
C21orf33	601659	
ICOSLG	605717	
DNMT3L	606588	
AIRE	607358	Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia, 240300 (3), Autosomal recessive, Autosomal dominant
PFKL	171860	Hemolytic anemia due to phosphofructokinase deficiency (1)
C21orf2	603191	
TRPM2	603749	
TSPEAR	612920	Deafness, autosomal recessive 98, 614861 (3), Autosomal recessive
UBE2G2	603124	
SUMO3	602231	
PTTG1IP	603784	
ITGB2	600065	Leukocyte adhesion deficiency, 116920 (3), Autosomal recessive
LINC00163	610259	
ADARB1	601218	
POFUT2	610249	
COL18A1	120328	Knobloch syndrome, type 1, 267750 (3), Autosomal recessive
SLC19A1	600424	
PCBP3	608502	
COL6A1	120220	"Bethlem myopathy 1, 158810 (3), Autosomal recessive, Autosomal dominant; Ullrich congenital muscular dystrophy 1, 254090 (3), Autosomal recessive, Autosomal dominant"
COL6A2	120240	"Bethlem myopathy 1, 158810 (3), Autosomal recessive, Autosomal dominant; ?Myosclerosis, congenital, 255600 (3), Autosomal recessive; Ullrich congenital muscular dystrophy 1, 254090 (3), Autosomal recessive, Autosomal dominant"
FTCD	606806	Glutamate formiminotransferase deficiency, 229100 (3), Autosomal recessive
SPATC1L	612412	
LSS	600909	Cataract 44, 616509 (3), Autosomal recessive
MCM3AP	603294	
PCNT	605925	Microcephalic osteodysplastic primordial dwarfism, type II, 210720 (3), Autosomal recessive
DIP2A	607711	
S100B	176990	
PRMT2	601961	
BAS	109670	
HTOR	143460	
ZNF72P	194546	
ZNF73	194547	
RNR5	180454	
ACF	125520	Cayler cardiofacial syndrome, 125520 (2), Autosomal dominant
CECR, CES	115470	Cat eye syndrome, 115470 (4), Autosomal dominant
GGT1, GTG	231950	Glutathioninuria (1)
L1RE1	151626	
POTEH	608913	
XKR3	611674	
IL17RA	605461	?Candidiasis, familial, 5, autosomal recessive, 613953 (3)
CECR1	607575	"Polyarteritis nodosa, childhood-onset, 615688 (3), Autosomal recessive; ?Sneddon syndrome, 182410 (3), Autosomal recessive"
CECR2	607576	
DEL22q11.2, C22DELq11.2	611867	Chromosome 22q11.2 deletion syndrome, distal, 611867 (4)
DER22t11-22	609029	Emanuel syndrome, 609029 (4), Inherited chromosomal imbalance
DER22t8-22	613700	Supernumerary der(22)t(8-22) syndrome, 613700 (4)
DFNB40	608264	Deafness, autosomal recessive 40, 608264 (2), Autosomal recessive
DUP22q11.2	608363	Chromosome 22q11.2 microduplication syndrome, 608363 (4), Autosomal dominant, Isolated cases
GSTT1	600436	
IGLJ@	147230	
IGLV@	147240	
SLC25A18	609303	
ATP6V1E1	108746	
BID	601997	
MICAL3	608882	
MIR648	616205	
PEX26	608666	"Peroxisome biogenesis disorder 7A (Zellweger), 614872 (3); Peroxisome biogenesis disorder 7B, 614873 (3)"
TUBA8	605742	Polymicrogyria with optic nerve hypoplasia, 613180 (3), Autosomal recessive
USP18	607057	
GGTLC3	612340	
RIMBP3	612699	
DGCR6	601279	
PRODH	606810	"Hyperprolinemia, type I, 239500 (3), Autosomal recessive; {Schizophrenia, susceptibility to, 4}, 600850 (3), Autosomal dominant"
DGCR2	600594	
DGCR14	601755	
TSSK2	610710	
GSC2	601845	
SLC25A1	190315	Combined D-2- and L-2-hydroxyglutaric aciduria, 615182 (3), Autosomal recessive
CLTCL1	601273	
DVL1P1	601225	
HIRA	600237	
MRPL40	605089	
UFD1L	601754	
CDC45	603465	
CLDN5	602101	
38596	602724	
GP1BB	138720	"Bernard-Soulier syndrome, type B, 231200 (3), Autosomal recessive; Giant platelet disorder, isolated, 231200 (3), Autosomal recessive"
TBX1	602054	"Conotruncal anomaly face syndrome, 217095 (3); DiGeorge syndrome, 188400 (3), Autosomal dominant; Tetralogy of Fallot, 187500 (3), Autosomal dominant; Velocardiofacial syndrome, 192430 (3), Autosomal dominant"
GNB1L	610778	
TXNRD2	606448	
COMT	116790	"{Panic disorder, susceptibility to}, 167870 (3), ?Autosomal dominant; {Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant"
ARVCF	602269	
TANGO2	616830	Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration, 616878 (3), Autosomal recessive
MIR185	615576	
DGCR8	609030	
TRMT2A	611151	
RANBP1	601180	
ZDHHC8	608784	
RTN4R	605566	{Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant
DGCR6L	609459	
ZNF74	194548	
SCARF2	613619	Van den Ende-Gupta syndrome, 600920 (3), Autosomal recessive
MED15	607372	
PI4KA	600286	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3), Autosomal recessive
SERPIND1	142360	Thrombophilia due to heparin cofactor II deficiency, 612356 (3), Autosomal dominant
SNAP29	604202	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome, 609528 (3), Autosomal recessive
CRKL	602007	
LZTR1	600574	"Noonan syndrome 10, 616564 (3), Autosomal dominant; {Schwannomatosis-2, susceptibility to}, 615670 (3), Autosomal dominant"
P2RX6	608077	
SLC7A4	603752	
GGT2	137181	[Gamma-glutamyltransferase, familial high serum], 137181 (2)
RIMBP3B	612700	
HIC2	607712	
RIMBP3C	612701	
UBE2L3	603721	
SDF2L1	607551	
MIR130B	613682	
PPIL2	607588	
YPEL1	608082	
MAPK1	176948	
TOP3B	603582	
VPREB1	605141	
PRAME	606021	
GGTLC2	612339	
MIR650	615379	
IGLC1	147220	
RSPH14	605663	
GNAZ	139160	
RAB36	605662	
BCR	151410	"Leukemia, acute lymphocytic, somatic, 613065 (3); Leukemia, chronic myeloid, somatic, 608232 (3)"
IGLL1	146770	Agammaglobulinemia 2, 613500 (3), Autosomal recessive
RGL4	612214	
ZNF70	194544	
VPREB3	605017	
CHCHD10	615903	"Frontotemporal dementia and/or amyotrophic lateral sclerosis 2, 615911 (3), Autosomal dominant; ?Myopathy, isolated mitochondrial, autosomal dominant, 616209 (3), Autosomal dominant; Spinal muscular atrophy, Jokela type, 615048 (3), Autosomal dominant"
MMP11	185261	
SMARCB1	601607	"Coffin-Siris syndrome 3, 614608 (3), Autosomal dominant; {Rhabdoid predisposition syndrome 1}, 609322 (3), Autosomal dominant; Rhabdoid tumors, somatic, 609322 (3); {Schwannomatosis-1, susceptibility to}, 162091 (3), Autosomal dominant"
DERL3	610305	
SLC2A11	610367	
MIF	153620	{Rheumatoid arthritis, systemic juvenile, susceptibility to}, 604302 (3)
DDT	602750	
GSTT2	600437	
CABIN1	604251	
SUSD2	615825	
GGT5	137168	
SPECC1L	614140	"?Facial clefting, oblique, 1, 600251 (3), Isolated cases; Opitz GBBB syndrome, type II, 145410 (3), Autosomal dominant"
ADORA2A	102776	
UPB1	606673	Beta-ureidopropionase deficiency, 613161 (3), Autosomal recessive
GGT1	612346	
PIWIL3	610314	
CRYBB3	123630	Cataract 22, autosomal recessive, 609741 (3), Autosomal recessive, Autosomal dominant
CRYBB2	123620	Cataract 3, multiple types, 601547 (3)
BRV2	613106	Vertigo, benign recurrent, 2, 613106 (2)
CDAGS	603116	CDAGS syndrome, 603116 (2), Autosomal recessive
HCHGQ3	613284	[Hematocrit/hemoglobin quantitative trait locus 3], 613284 (2)
ITS	606960	Insulinoma (1)
KAZA1	608207	{Kala-azar, susceptibility to, 1}, 608207 (2)
OPA5	610708	Optic atrophy 5, 610708 (2), Autosomal dominant
SQTL2	611004	{Smoking as a quantitative trait locus 2}, 611004 (2)
GRK3	109636	
MYO18B	607295	Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism, 616549 (3), Autosomal recessive
SEZ6L	607021	
HPS4	606682	Hermansky-Pudlak syndrome 4, 614073 (3)
SRRD	602254	
TFIP11	612747	
TPST2	603126	
CRYBB1	600929	Cataract 17, multiple types, 611544 (3)
CRYBA4	123631	Cataract 23, 610425 (3)
MIAT	611082	{Myocardial infarction, susceptibility to}, 608446 (3)
MN1	156100	Meningioma, 607174 (3), Autosomal dominant
PITPNB	606876	
TTC28	615098	
CHEK2	604373	"{Breast and colorectal cancer, susceptibility to} (3); {Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant; Li-Fraumeni syndrome, 609265 (3); Osteosarcoma, somatic, 259500 (3); {Prostate cancer, familial, susceptibility to}, 176807 (3), Autosomal dominant"
HSCB	608142	
XBP1	194355	{Major affective disorder-7, susceptibility to}, 612371 (3)
ZNRF3	612062	
KREMEN1	609898	
EWSR1	133450	"Ewing sarcoma, 612219 (3); Neuroepithelioma, 612219 (3)"
GAS2L1	602128	
RASL10A	602220	
AP1B1	600157	
RFPL1	605968	
RFPL1S	605972	
NEFH	162230	"?{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3), Autosomal recessive, Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2CC, 616924 (3), Autosomal dominant"
THOC5	612733	
NIPSNAP1	603249	
NF2	607379	"Meningioma, NF2-related, somatic, 607174 (3); Neurofibromatosis, type 2, 101000 (3), Autosomal dominant; Schwannomatosis, 162091 (3), Autosomal dominant"
UQCR10	610843	
ASCC2	614216	
MTMR3	603558	
LIF	159540	
OSM	165095	
TBC1D10A	610020	
SF3A1	605595	
SEC14L2	607558	
MTFP1	610235	
SEC14L3	612824	
SEC14L4	612825	
GAL3ST1	602300	
PES1	605819	
TCN2	613441	Transcobalamin II deficiency, 275350 (3), Autosomal recessive
OSBP2	606729	
MORC2	616661	Charcot-Marie-Tooth disease, axonal, type 2Z, 616688 (3), Autosomal dominant
TUG1	614971	
SMTN	602127	
SELM, SEPM	610918	
INPP5J	606481	
PLA2G3	611651	
LIMK2	601988	
PATZ1	605165	
EIF4ENIF1	607445	
SFI1	612765	
PISD	612770	
DEPDC5	614191	Epilepsy, familial focal, with variable foci, 604364 (3), Autosomal dominant
HPC6	609558	{Prostate cancer, susceptibility to}, 176807 (2), Autosomal dominant
MDNS	613689	Mammary-digital-nail syndrome, 613689 (2), Autosomal dominant
YWHAH	113508	
SLC5A1	182380	Glucose/galactose malabsorption, 606824 (3), Autosomal recessive
RFPL2	605969	
RFPL3	605970	
RFPL3S	605971	
RTCB	613901	
BPIFC	614109	
FBXO7	605648	Parkinson disease 15, autosomal recessive, 260300 (3), Autosomal recessive
SYN3	602705	
TIMP3	188826	Sorsby fundus dystrophy, 136900 (3), Autosomal dominant
LARGE	603590	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6, 613154 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6, 608840 (3), Autosomal recessive"
LARGE1	603590	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6, 613154 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6, 608840 (3), Autosomal recessive"
ISX	612019	
HMGXB4	604702	
TOM1	604700	
HMOX1	141250	"Heme oxygenase-1 deficiency, 614034 (3); {Pulmonary disease, chronic obstructive, susceptibility to}, 606963 (3)"
MCM5	602696	
RASD2	612842	
MB	160000	
APOL6	607256	
APOL5	607255	
RBFOX2	612149	
APOL3	607253	
APOL4	607254	{Schizophrenia}, 181500 (1), Autosomal dominant
APOL2	607252	{Schizophrenia}, 181500 (1), Autosomal dominant
APOL1	603743	"{End-stage renal disease, nondiabetic, susceptibility to}, 612551 (3); {Glomerulosclerosis, focal segmental, 4, susceptibility to}, 612551 (3)"
MYH9	160775	"Deafness, autosomal dominant 17, 603622 (3), Autosomal dominant; Epstein syndrome, 153650 (3), Autosomal dominant; Fechtner syndrome, 153640 (3), Autosomal dominant; Macrothrombocytopenia and progressive sensorineural deafness, 600208 (3), Autosomal dominant; May-Hegglin anomaly, 155100 (3), Autosomal dominant; Sebastian syndrome, 605249 (3), Autosomal dominant"
TXN2	609063	?Combined oxidative phosphorylation deficiency 29, 616811 (3), Autosomal recessive
FOXRED2	613777	
EIF3D	603915	
CACNG2	602911	Mental retardation, autosomal dominant 10, 614256 (3)
IFT27	615870	?Bardet-Biedl syndrome 19, 615996 (3), Autosomal recessive
PVALB	168890	
NCF4	601488	?Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III, 613960 (3), Autosomal recessive
CSF2RB	138981	Surfactant metabolism dysfunction, pulmonary, 5, 614370 (3), Autosomal recessive
TST	180370	
MPST	602496	
KCTD17	616386	Dystonia 26, myoclonic, 616398 (3), Autosomal dominant
TMPRSS6	609862	Iron-refractory iron deficiency anemia, 206200 (3), Autosomal recessive
IL2RB	146710	
C1QTNF6	614910	
DUP22q13, C22DUPq13	615538	Chromosome 22q13 duplication syndrome, 615538 (4), Isolated cases
MENAQ1	610873	{Menarche, age at, QTL}, 610873 (2)
NAFLD1	613282	{Fatty liver disease, nonalcoholic, susceptibility to, 1}, 613282 (2), Multifactorial
NRCLP4	612417	{Narcolepsy 4}, 612417 (2)
SSTR3	182453	
RAC2	602049	Neutrophil immunodeficiency syndrome, 608203 (3)
CYTH4	606514	
MFNG	602577	
CARD10	607209	
CDC42EP1	606084	
LGALS2	150571	{Myocardial infarction, susceptibility to}, 608446 (3)
GGA1	606004	
LGALS1	150570	
TRIOBP	609761	Deafness, autosomal recessive 28, 609823 (3), Autosomal recessive
H1F0	142708	
GCAT	607422	
GALR3	603692	
ANKRD54	613383	
MIR659	613556	
POLR2F	604414	
SOX10	602229	"PCWH syndrome, 609136 (3), Autosomal dominant; Waardenburg syndrome, type 2E, with or without neurologic involvement, 611584 (3), Autosomal dominant; Waardenburg syndrome, type 4C, 613266 (3), Autosomal dominant"
PICK1	605926	
SLC16A8	610409	
PLA2G6	603604	"Infantile neuroaxonal dystrophy 1, 256600 (3), Autosomal recessive; Neurodegeneration with brain iron accumulation 2B, 610217 (3), Autosomal recessive; Parkinson disease 14, autosomal recessive, 612953 (3), Autosomal recessive"
MAFF	604877	
CSNK1E	600863	
KCNJ4	600504	
DDX17	608469	
DMC1	602721	
CBY1	607757	
TOMM22	607046	
JOSD1	615323	
GTPBP1	602245	
SUN2	613569	
DNAL4	610565	?Mirror movements 3, 616059 (3), Autosomal recessive
APOBEC3A	607109	
APOBEC3B	607110	
APOBEC3C	607750	
APOBEC3F	608993	
APOBEC3G	607113	
APOBEC3H	610976	
CBX7	608457	
PDGFB	190040	"Basal ganglia calcification, idiopathic, 5, 615483 (3), Autosomal dominant; Dermatofibrosarcoma protuberans, 607907 (3); Meningioma, SIS-related, 607174 (3), Autosomal dominant"
RPL3	604163	
SNORD83B	611071	
SNORD83A	611070	
SNORD139	611069	
SNORD43	611068	
SYNGR1	603925	
TAB1	602615	
MGAT3	604621	
MIEF1	615497	
ATF4	604064	
RPS19BP1	610225	
CACNA1I	608230	
GRAP2	604518	
TNRC6B	610740	
ADSL	608222	Adenylosuccinase deficiency, 103050 (3), Autosomal recessive
SGSM3	610440	
MKL1	606078	Megakaryoblastic leukemia, acute (3)
MCHR1	601751	
SLC25A17	606795	
ST13	606796	
XPNPEP3	613553	Nephronophthisis-like nephropathy 1, 613159 (3), Autosomal recessive
DNAJB7	611336	
RBX1	603814	
EP300	602700	"Colorectal cancer, somatic, 114500 (3); Rubinstein-Taybi syndrome 2, 613684 (3), Autosomal dominant, Isolated cases"
L3MBTL2	611865	
CHADL	616236	
TEF	188595	
TOB2	607396	
ACO2	100850	"Infantile cerebellar-retinal degeneration, 614559 (3), Autosomal recessive; ?Optic atrophy 9, 616289 (3), Autosomal recessive"
PMM1	601786	
DESI1	614637	
XRCC6	152690	
SNU13	601304	
SREBF2	600481	
MIR33A	612156	
TNFRSF13C	606269	Immunodeficiency, common variable, 4, 613494 (3), Autosomal recessive
CENPM	610152	
37865	608314	
WBP2NL	610981	
NAGA	104170	"Kanzaki disease, 609242 (3), Autosomal recessive; Schindler disease, type I, 609241 (3), Autosomal recessive; Schindler disease, type III, 609241 (3), Autosomal recessive"
FAM109B	614240	
SMDT1	615588	
NDUFA6	602138	
CYP2D6	124030	"{Codeine sensitivity}, 608902 (3), Autosomal recessive; {Debrisoquine sensitivity}, 608902 (3), Autosomal recessive"
TCF20	603107	
NFAM1	608740	
SERHL	607979	
POLDIP3	611520	
CYB5R3	613213	"Methemoglobinemia, type I, 250800 (3), Autosomal recessive; Methemoglobinemia, type II, 250800 (3), Autosomal recessive"
A4GALT	607922	"[Blood group, P1Pk system, P(2) phenotype], 111400 (3); [Blood group, P1Pk system, p phenotype], 111400 (3); NOR polyagglutination syndrome, 111400 (3)"
ARFGAP3	612439	
PACSIN2	604960	
TTLL1	608955	
BIK	603392	
MCAT	614479	
TSPO	109610	
SCUBE1	611746	
MPPED1	602112	
SULT4A1	608359	
PNPLA5	611589	
PNPLA3	609567	
SAMM50	612058	
PARVB	608121	
PARVG	608122	
PRR5	609406	
ARHGAP8	609405	
PHF21B	616727	
NUP50	604646	
UPK3A	611559	
FBLN1	135820	Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses, 608180 (4), Autosomal dominant
ATXN10	611150	Spinocerebellar ataxia 10, 603516 (3), Autosomal dominant
WNT7B	601967	
MIRLET7A3	612143	
MIRLET7B	611249	
PPARA	170998	{Hyperapobetalipoproteinemia, susceptibility to} (3)
PKDREJ	604670	
TRMU	610230	"{Deafness, mitochondrial, modifier of}, 580000 (3); Liver failure, transient infantile, 613070 (3), Autosomal recessive"
CELSR1	604523	
GRAMD4	613691	
CERK	610307	
TBC1D22A	616879	
BRD1	604589	
ZBED4	612552	
ALG12	607144	Congenital disorder of glycosylation, type Ig, 607143 (3)
PIM3	610580	
IL17REL	613414	
MLC1	605908	Megalencephalic leukoencephalopathy with subcortical cysts, 604004 (3), Autosomal recessive
MOV10L1	605794	
PANX2	608421	
SELO	607917	
TUBGCP6	610053	Microcephaly and chorioretinopathy, autosomal recessive, 1, 251270 (3), Autosomal recessive
MAPK12	602399	
PLXNB2	604293	
PPP6R2	610877	
SBF1	603560	Charcot-Marie-Tooth disease, type 4B3, 615284 (3), Autosomal recessive
NCAPH2	611230	
SCO2	604272	"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1, 604377 (3), Autosomal recessive; Myopia 6, 608908 (3), Autosomal dominant"
TYMP	131222	Mitochondrial DNA depletion syndrome 1 (MNGIE type), 603041 (3), Autosomal recessive
SYCE3	615775	
CPT1B	601987	
CHKB	612395	Muscular dystrophy, congenital, megaconial type, 602541 (3), Autosomal recessive
MAPK8IP2	607755	
ARSA	607574	Metachromatic leukodystrophy, 250100 (3), Autosomal recessive
SHANK3	606230	"Phelan-McDermid syndrome, 606232 (3), Isolated cases; {Schizophrenia 15}, 613950 (3)"
ACR	102480	?Male infertility due to acrosin deficiency, 102480 (2)
RABL2B	605413	
MSK41	107260	
AGMX2	300310	Agammaglobulinemia, X-linked 2, 300310 (2), X-linked
AIC	304050	Aicardi syndrome, 304050 (2), X-linked dominant
ANIB5	300870	Aneurysm, intracranial berry, 5, 300870 (2)
ARSC2	301780	
EMWX	300211	Episodic muscle weakness, X-linked, 300211 (2)
FGS3	300406	FG syndrome 3, 300406 (2)
HDPA	300221	{Hodgkin disease susceptibility, pseudoautosomal}, 300221 (2)
LECD	300778	Corneal dystrophy, Lisch epithelial, 300778 (2), X-linked dominant
MNG2	300273	Goiter, multinodular, 2, 300273 (2), X-linked dominant
MRX2	300428	Mental retardation, X-linked 2, 300428 (2)
MRX49	300114	Mental retardation, X-linked 49, 300114 (2)
OASD	300650	Ocular albinism with sensorineural deafness, 300650 (2), X-linked
PDR	301220	Pigment disorder, reticulate, 301220 (2), X-linked
VSPA	313000	"Turner syndrome-associated neurocognitive phenotype, 313000 (2), ?X-linked recessive; [Visuospatial/perceptual abilities], 313000 (2), ?X-linked recessive"
XG	314700	[Blood group, XG system] (3)
GTPBP6	300124	
PPP2R3B	300339	
SHOX	312865	"Langer mesomelic dysplasia, 249700 (3), Autosomal recessive; Leri-Weill dyschondrosteosis, 127300 (3), Autosomal dominant; Short stature, idiopathic familial, 300582 (3)"
CRLF2	300357	
CSF2RA	306250	Surfactant metabolism dysfunction, pulmonary, 4, 300770 (3)
IL3RA	308385	
SLC25A6	300151	
ASMTL	300162	
P2RY8	300525	
AKAP17A	312095	
ASMT	300015	
ZBED1	300178	
CD99	313470	
XG	300879	
GYG2	300198	
ARSD	300002	
ARSE	300180	Chondrodysplasia punctata, X-linked recessive, 302950 (3), X-linked recessive
ARSH	300586	
ARSF	300003	
MXRA5	300938	
PRKX	300083	
XGR	314705	
NLGN4X	300427	"{Asperger syndrome susceptibility, X-linked 2}, 300497 (3), Isolated cases, X-linked, Multifactorial; {Autism susceptibility, X-linked 2}, 300495 (3), Isolated cases, X-linked, Multifactorial; Mental retardation, X-linked, 300495 (3), Isolated cases, X-linked, Multifactorial"
VCX3A	300533	
PUDP	306480	
STS	300747	Ichthyosis, X-linked, 308100 (3), X-linked recessive
VCX	300229	
PNPLA4	300102	
VCX2	300532	
ANOS1	300836	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1), 308700 (3), X-linked
FAM9A	300477	
FAM9B	300478	
TBL1X	300196	
CMTX2	302801	Charcot-Marie-Tooth neuropathy, X-linked recessive, 2, 302801 (2), X-linked recessive
FCP1	305435	Fetal hemoglobin quantitative trait locus 3, 305435 (2), X-linked
MRX73	300355	Mental retardation, X-linked 73, 300355 (2), X-linked recessive
GPR143	300808	"Nystagmus 6, congenital, X-linked, 300814 (3); Ocular albinism, type I, Nettleship-Falls type, 300500 (3), X-linked"
SHROOM2	300103	
CLCN4	302910	
MID1	300552	Opitz GBBB syndrome, type I, 300000 (3), X-linked recessive
HCCS	300056	Linear skin defects with multiple congenital anomalies 1, 309801 (3), X-linked dominant
ARHGAP6	300118	
AMELX	300391	Amelogenesis imperfecta, type 1E, 301200 (3), X-linked dominant
MSL3	300609	
FRMPD4	300838	
PRPS2	311860	
TLR7	300365	
TLR8	300366	
TMSB4X	300159	
FAM9C	300479	
ATXN3L	300920	
EGFL6	300239	
RAB9A	300284	
TRAPPC2	300202	Spondyloepiphyseal dysplasia tarda, 313400 (3), X-linked recessive
OFD1	300170	"Joubert syndrome 10, 300804 (3); Orofaciodigital syndrome I, 311200 (3), X-linked dominant; ?Retinitis pigmentosa 23, 300424 (3), X-linked recessive; Simpson-Golabi-Behmel syndrome, type 2, 300209 (3), X-linked recessive"
GPM6B	300051	
GEMIN8	300962	
GLRA2	305990	
FANCB	300515	Fanconi anemia, complementation group B, 300514 (3)
ASB9	300890	
ASB11	300626	
